Emp #,Designation,Experience,Salary,AggrBehavScore,ActivityScore,LinesOfCode,Qualification,Degree,YearsOfStudy,EducationalInstitute,Gender,Empl_Band
e64,Sr.Dev,5.0,48479,5.320094481136902,15,4134,Grad,Btech,16.0,,F,B
e65,Sr.Dev,6.0,48833,7.243106194025074,8,9265,Grad,Btech,16.0,unv,M,B
e66,Sr.Dev,9.3,40873,2.1927291740131785,6,5191,Grad,Btech,17.0,cunv,M,B
e67,Sr.Dev,7.9,29907,4.030867583045267,7,5934,Grad,Btech,16.0,,M,B
e68,Sr.Dev,5.9,33878,3.4554427950360025,9,5263,Grad,Btech,16.0,unv,M,B
e69,Sr.Dev,9.4,30854,5.273730006912535,13,4213,Grad,Btech,16.0,cunv,M,B
e70,Sr.Dev,6.9,39544,2.6217309101811206,12,4197,Grad,Btech,16.0,,M,B
e71,Sr.Dev,7.2,91279,6.625187719336682,6,5258,Grad,Btech,15.0,unv,M,B
e72,Sr.Dev,5.6,78838,6.681165672690792,9,9477,PostGrad,Msc,18.0,cunv,M,B
e73,Sr.Dev,9.7,42226,3.5421563633613173,16,5894,PostGrad,Btech,16.0,,M,B
e74,Sr.Dev,7.6,37472,2.9016575610543858,14,2580,PostGrad,Mtech,18.0,unv,M,B
e75,Sr.Dev,8.1,63305,6.787040124510494,10,7786,Grad,Btech,16.0,cunv,M,B
e76,Sr.Dev,5.7,38483,2.2729312984696306,11,4198,Grad,Btech,16.0,,M,B
e77,Sr.Dev,9.2,78135,4.5170022711876,12,4890,Grad,Btech,21.0,unv,M,B
e78,Sr.Dev,6.3,31914,3.200300397983,12,2978,Grad,Btech,16.0,cunv,M,B
e79,Sr.Dev,6.1,37976,6.683581940903597,3,3033,Grad,Btech,16.0,,M,B
e80,Sr.Dev,7.4,44015,4.722458197358259,2,6872,Grad,Btech,16.0,unv,M,B
e81,Sr.Dev,6.3,32144,4.352457169708788,8,3906,Grad,Btech,16.0,cunv,F,B
e82,Sr.Dev,5.0,30210,3.917954264377784,11,4446,Grad,Btech,16.0,,F,B
e83,Sr.Dev,8.6,38785,3.7438631680828314,12,8534,PostGrad,Mtech,18.0,unv,F,B
e84,Sr.Dev,7.0,30785,3.5701951377898067,4,2857,PostGrad,IntMsc,21.0,cunv,F,B
e1,Director,17.0,85535,1.0487477137546914,3,2015,Grad,,15.0,clg,M,A
e2,Jr.Dev,3.0,23022,5.964304740814909,18,6199,Grad,Btech,16.0,clg,F,C
e3,Sr.Dev,9.0,34976,2.779671109056786,10,3487,PostGrad,Msc,17.0,unv,M,B
e4,Jr.Dev,1.0,22512,9.844908057643543,25,9927,,Mtech,18.0,,F,C
e5,Sr.Dev,8.0,38613,3.0411320373446795,9,4903,,Btech,16.0,,F,B
e6,Sr.Dev,7.5,37335,2.9907214449373054,10,3278,,,15.0,unv,M,B
e7,Sr.Dev,4.3,32973,2.94103883598983,8,3027,PostGrad,IntMsc,,cunv,F,B
e8,Director,20.0,87320,0.8039212606205897,4,188,,,,,M,A
e9,Manager,11.0,63604,1.3026092432503953,3,2984,,,18.0,iit,F,B
e10,Sr.Analyst,9.5,47535,1.534928184187391,6,1732,Grad,B.A,15.0,,M,A
e11,Sr.Analyst,11.5,52215,1.3122559292438771,4,1553,Phd,,22.0,,M,A
e12,Sr.Manager,12.0,71953,0.8549171461943489,4,2109,,Msc,27.0,iit,F,A
e13,Analyst,7.0,43549,1.6742817580784184,5,1876,PostGrad,Mba,19.0,clg,M,C
e14,Analyst,10.3,44538,1.7698733564177473,6,2696,,,,,F,C
e15,Analyst,11.1,43736,2.4050619374825657,7,1615,Grad,Bsc,15.0,iit,F,C
e16,Manager,13.2,64881,1.9339698407223285,7,2175,Grad,Btech,16.0,clg,M,B
e17,Manager,11.8,66346,1.1854699596581444,7,2515,Grad,,,,M,B
e18,Sr.Manager,13.0,76147,1.1006246053070816,2,927,,,15.0,,M,A
e19,Sr.Analyst,8.5,50033,2.260788469103061,9,2069,,,16.0,,M,A
e20,Sr.Analyst,8.7,57932,1.555694698165862,5,1565,,,,,F,A
e21,Sr.Analyst,9.1,60227,1.8236608490766955,8,2863,,,,,M,A
e22,Sr.Analyst,9.0,50430,1.9115565756186546,8,3062,postdoc,,,,F,A
e23,Analyst,6.2,43769,2.007889754034333,5,1840,,,15.0,,M,C
e24,Analyst,6.5,45791,1.7864874609552932,9,3066,,,15.0,,M,C
e25,Analyst,6.7,42052,2.071798018037135,8,2059,,,15.0,,M,C
e26,Manager,13.0,61625,1.6664702295561251,5,2113,,,17.0,,M,B
e27,Manager,14.2,69653,1.3947139377820963,5,1877,,,17.0,,M,B
e28,Manager,13.5,66151,1.1707352548331964,5,2042,,,,,F,B
e29,Sr.Analyst,12.0,81615,1.538019805563097,3,1389,,,17.0,,F,A
e30,Sr.Manager,14.2,71534,1.1735903470193105,4,1401,,,19.0,,F,A
e31,Sr.Analyst,13.2,49801,1.1515569891323774,3,2513,,,29.0,,M,A
e32,Sr.Analyst,12.9,56469,1.8890810304412664,5,1820,,,35.0,,F,A
e33,Director,13.0,97889,1.2296201299616414,7,5188,postdoc,,23.0,clg,M,A
e34,Sr.Analyst,11.0,51214,2.723918994279673,3,287,PostGrad,Mtech,18.0,,M,A
e35,Sr.Analyst,9.2,56907,3.2913633803740843,4,798,PostGrad,Mtech,18.0,,M,A
e36,Sr.Analyst,11.0,69213,1.5338035041519436,7,3390,PostGrad,Mtech,18.0,,M,A
e37,Sr.Analyst,15.0,67548,3.061942472008654,2,3372,PostGrad,Mtech,18.0,,F,A
e38,Director,16.0,96333,2.1218248236757358,3,7653,PostGrad,Mtech,18.0,iit,F,A
e39,Jr.Dev,4.0,30371,5.371319139638576,11,4170,Grad,Btech,16.0,clg,M,C
e40,Jr.Dev,5.4,20300,9.16494023009108,12,5937,Grad,Btech,15.0,unv,M,C
e41,Jr.Dev,4.3,29189,3.2509799143997418,19,6316,Grad,Btech,15.0,cunv,F,C
e42,Jr.Dev,4.7,35026,6.847161008859076,22,9833,PostGrad,Mtech,18.0,iit,F,C
e43,Jr.Dev,3.9,22778,7.840748135441726,18,6397,Grad,Btech,16.0,clg,F,C
e44,Jr.Dev,1.4,18836,3.0796180137731723,25,3048,Grad,Btech,16.0,unv,F,C
e45,Jr.Dev,6.1,25110,6.503442144213823,3,650,Grad,Btech,16.0,cunv,M,C
e46,Jr.Dev,7.0,34731,4.078152015740776,3,10155,PostGrad,Mtech,18.0,iit,M,C
e47,Jr.Dev,5.2,30458,4.394458874589267,18,2307,Grad,Btech,16.0,clg,F,C
e48,Jr.Dev,4.2,20360,8.540422355831744,18,1406,Grad,Btech,16.0,unv,M,C
e49,Jr.Dev,5.6,26286,4.100216037537524,8,8327,Grad,Btech,16.0,cunv,F,C
e50,Jr.Dev,5.2,22088,6.778606271953332,23,505,PostGrad,Mtech,18.0,iit,M,C
e51,Jr.Dev,4.3,23695,1.8347856794903943,9,4334,Grad,Btech,16.0,clg,M,C
e52,Jr.Dev,6.7,26607,9.739947109526277,11,2597,Grad,Btech,16.0,unv,M,C
e53,Jr.Dev,2.2,24606,4.681464953307809,21,1462,Grad,Btech,16.0,cunv,M,C
e54,Jr.Dev,4.5,26786,2.8404579368104708,15,5754,Grad,Btech,16.0,iit,M,C
e55,Sr.Dev,6.0,38213,6.6672556840230754,17,11057,Grad,Btech,16.0,,F,B
e56,Sr.Dev,10.0,30471,4.2036212247890345,6,4627,Grad,Btech,16.0,unv,F,B
e57,Sr.Dev,7.5,35593,1.5432900466774573,15,5489,Grad,Btech,16.0,cunv,F,B
e58,Sr.Dev,9.8,41437,6.877954908007975,4,9436,Grad,Btech,16.0,,F,B
e59,Sr.Dev,7.0,30472,2.983691330027566,3,8250,PostGrad,Mtech,21.0,unv,F,B
e60,Sr.Dev,4.7,36774,4.831913437162362,6,1718,PostGrad,Msc,17.0,cunv,F,B
e61,Sr.Dev,5.5,30536,7.944219569591191,12,3407,PostGrad,Msc,17.0,,F,B
e62,Sr.Dev,4.3,38658,3.9217136442296106,14,5490,PostGrad,Mtech,18.0,unv,F,B
e63,Sr.Dev,6.1,33964,2.7925903228982856,14,7551,PostGrad,Msc,21.0,cunv,F,B
e64,Sr.Dev,7.0,47025,5.834038942897082,16,5775,Grad,Btech,16.0,,F,B
e65,Sr.Dev,7.0,49702,6.41427328305484,6,9147,Grad,Btech,16.0,unv,M,B
e66,Sr.Dev,7.3,39414,2.0950540639687274,7,6061,Grad,Btech,17.0,cunv,M,B
e67,Sr.Dev,4.9,35188,3.861427365220879,11,7066,Grad,Btech,16.0,,M,B
e68,Sr.Dev,5.9,39238,2.785745061343012,8,5575,Grad,Btech,16.0,unv,M,B
e69,Sr.Dev,6.4,34548,4.7768575982046455,11,3434,Grad,Btech,16.0,cunv,M,B
e70,Sr.Dev,5.9,37214,2.683695090280694,9,4089,Grad,Btech,16.0,,M,B
e71,Sr.Dev,7.2,90242,6.603843525977665,8,5580,Grad,Btech,15.0,unv,M,B
e72,Sr.Dev,6.6,81424,6.434652325854657,10,9088,PostGrad,Msc,18.0,cunv,M,B
e73,Sr.Dev,7.7,36491,3.9223079878967764,15,6246,PostGrad,Btech,16.0,,M,B
e74,Sr.Dev,6.6,37017,2.3855545726554324,14,3253,PostGrad,Mtech,18.0,unv,M,B
e75,Sr.Dev,9.1,60024,6.498637306339099,8,9350,Grad,Btech,16.0,cunv,M,B
e76,Sr.Dev,8.7,38841,2.1179196487939604,14,4317,Grad,Btech,16.0,,M,B
e77,Sr.Dev,7.2,76540,4.610866301460283,10,4504,Grad,Btech,21.0,unv,M,B
e78,Sr.Dev,10.3,32594,3.022770972427787,13,1400,Grad,Btech,16.0,cunv,M,B
e79,Sr.Dev,8.1,37931,6.781960739746862,5,4482,Grad,Btech,16.0,,M,B
e80,Sr.Dev,4.4,45195,5.1670823024305355,4,6714,Grad,Btech,16.0,unv,M,B
e81,Sr.Dev,8.3,37260,4.010551116529416,7,3507,Grad,Btech,16.0,cunv,F,B
e82,Sr.Dev,7.0,31240,3.1464562936845075,11,5100,Grad,Btech,16.0,,F,B
e83,Sr.Dev,7.6,41170,3.545190570174634,11,8018,PostGrad,Mtech,18.0,unv,F,B
e84,Sr.Dev,6.0,32958,3.783172567756321,1,1329,PostGrad,IntMsc,21.0,cunv,F,B
e1,Director,17.0,85083,0.5964135391223073,4,1596,Grad,,15.0,clg,M,A
e2,Jr.Dev,6.0,24578,5.721826198773021,18,7157,Grad,Btech,16.0,clg,F,C
e3,Sr.Dev,5.0,33970,3.1663879325939615,9,3775,PostGrad,Msc,17.0,unv,M,B
e4,Jr.Dev,3.0,17897,9.23334567389182,25,10685,,Mtech,18.0,,F,C
e5,Sr.Dev,7.0,36056,3.489242683765541,8,3037,,Btech,16.0,,F,B
e6,Sr.Dev,8.5,38109,2.2954756042274216,9,3423,,,15.0,unv,M,B
e7,Sr.Dev,6.3,33468,3.623531697810115,10,4559,PostGrad,IntMsc,,cunv,F,B
e8,Director,19.0,86769,1.1406896350022566,3,391,,,,,M,A
e9,Manager,10.0,62263,1.8947368202370702,7,2703,,,18.0,iit,F,B
e10,Sr.Analyst,10.5,50465,1.7625356929871518,6,2248,Grad,B.A,15.0,,M,A
e11,Sr.Analyst,9.5,51814,1.1692772493929575,5,1509,Phd,,22.0,,M,A
e12,Sr.Manager,15.0,74831,1.4252316087707504,3,2580,,Msc,27.0,iit,F,A
e13,Analyst,11.0,45094,1.8927671775989272,4,1744,PostGrad,Mba,19.0,clg,M,C
e14,Analyst,9.3,40443,1.4301515636813078,4,2011,,,,,F,C
e15,Analyst,8.1,46557,2.270855921213349,4,2419,Grad,Bsc,15.0,iit,F,C
e16,Manager,10.2,64476,1.1521381103910038,6,1315,Grad,Btech,16.0,clg,M,B
e17,Manager,9.8,69417,1.4613583066415015,6,1803,Grad,,,,M,B
e18,Sr.Manager,14.0,75833,1.118370861769233,6,1747,,,15.0,,M,A
e19,Sr.Analyst,9.5,55583,2.626574905365227,7,3074,,,16.0,,M,A
e20,Sr.Analyst,8.7,55843,2.1558637087836034,5,2574,,,,,F,A
e21,Sr.Analyst,11.1,60384,1.473193304408042,6,1740,,,,,M,A
e22,Sr.Analyst,11.0,52557,1.7346505709117115,5,3203,postdoc,,,,F,A
e23,Analyst,8.2,43967,1.7987119707501251,5,2638,,,15.0,,M,C
e24,Analyst,7.5,45313,1.7790763577224429,6,3386,,,15.0,,M,C
e25,Analyst,9.7,42019,2.3082197617242226,5,2326,,,15.0,,M,C
e26,Manager,9.0,60918,1.718584339025464,3,1226,,,17.0,,M,B
e27,Manager,14.2,69702,1.212390964541791,6,1041,,,17.0,,M,B
e28,Manager,11.5,68445,1.3054385898231549,5,1447,,,,,F,B
e29,Sr.Analyst,14.0,80388,0.9365674890290437,5,757,,,17.0,,F,A
e30,Sr.Manager,13.2,72544,1.3713879886858469,3,786,,,19.0,,F,A
e31,Sr.Analyst,11.2,51506,1.2366241015809827,4,2597,,,29.0,,M,A
e32,Sr.Analyst,10.9,51274,1.5801608188066223,5,1560,,,35.0,,F,A
e33,Director,15.0,97075,1.7824485493997555,8,5510,postdoc,,23.0,clg,M,A
e34,Sr.Analyst,9.0,52634,1.9592855258273811,2,463,PostGrad,Mtech,18.0,,M,A
e35,Sr.Analyst,11.2,59989,3.002270816154711,7,2461,PostGrad,Mtech,18.0,,M,A
e36,Sr.Analyst,9.0,67523,1.08296177284947,8,4386,PostGrad,Mtech,18.0,,M,A
e37,Sr.Analyst,12.0,68524,3.6128491675002685,5,1637,PostGrad,Mtech,18.0,,F,A
e38,Director,18.0,95558,1.413829613077851,5,8169,PostGrad,Mtech,18.0,iit,F,A
e39,Jr.Dev,3.0,30103,5.9562929842965815,10,3810,Grad,Btech,16.0,clg,M,C
e40,Jr.Dev,2.4,22543,9.065829567245924,15,4538,Grad,Btech,15.0,unv,M,C
e41,Jr.Dev,5.3,26980,3.2963914741222573,15,6717,Grad,Btech,15.0,cunv,F,C
e42,Jr.Dev,6.7,33988,6.677253498389646,18,9512,PostGrad,Mtech,18.0,iit,F,C
e43,Jr.Dev,6.9,24981,8.119787856796501,15,5679,Grad,Btech,16.0,clg,F,C
e44,Jr.Dev,4.4,23265,3.8196903696397757,23,2351,Grad,Btech,16.0,unv,F,C
e45,Jr.Dev,3.0999999999999996,22044,7.149878543296362,5,-507,Grad,Btech,16.0,cunv,M,C
e46,Jr.Dev,7.0,37617,4.809050784421857,6,9576,PostGrad,Mtech,18.0,iit,M,C
e47,Jr.Dev,6.2,27685,3.966885183529637,19,1436,Grad,Btech,16.0,clg,F,C
e48,Jr.Dev,0.19999999999999996,18233,9.169916980930374,17,1964,Grad,Btech,16.0,unv,M,C
e49,Jr.Dev,4.6,24064,4.344637079357228,8,8599,Grad,Btech,16.0,cunv,F,C
e50,Jr.Dev,5.2,23253,7.208822284751871,23,432,PostGrad,Mtech,18.0,iit,M,C
e51,Jr.Dev,5.3,27693,1.5535089346396362,11,2450,Grad,Btech,16.0,clg,M,C
e52,Jr.Dev,6.7,22018,9.253707757085316,11,1000,Grad,Btech,16.0,unv,M,C
e53,Jr.Dev,4.2,24624,4.064907637506764,23,2055,Grad,Btech,16.0,cunv,M,C
e54,Jr.Dev,6.5,27609,2.4112274314353295,14,5580,Grad,Btech,16.0,iit,M,C
e55,Sr.Dev,5.0,42525,6.727905575259918,17,11024,Grad,Btech,16.0,,F,B
e56,Sr.Dev,6.0,31945,3.9843495871449477,5,4824,Grad,Btech,16.0,unv,F,B
e57,Sr.Dev,8.5,36970,1.770826552170329,14,4552,Grad,Btech,16.0,cunv,F,B
e58,Sr.Dev,10.8,42080,6.8468988265995945,2,10213,Grad,Btech,16.0,,F,B
e59,Sr.Dev,9.0,35391,2.2468442378740754,2,8470,PostGrad,Mtech,21.0,unv,F,B
e60,Sr.Dev,7.7,34102,4.811503718638351,10,1118,PostGrad,Msc,17.0,cunv,F,B
e61,Sr.Dev,5.5,33551,7.294468518933388,12,4306,PostGrad,Msc,17.0,,F,B
e62,Sr.Dev,8.3,41853,3.5723817991153983,15,4503,PostGrad,Mtech,18.0,unv,F,B
e63,Sr.Dev,7.1,32989,3.7391752567153658,15,6508,PostGrad,Msc,21.0,cunv,F,B
e64,Sr.Dev,6.0,46033,5.149939343078073,15,4598,Grad,Btech,16.0,,F,B
e65,Sr.Dev,5.0,48789,7.098840620951189,6,8774,Grad,Btech,16.0,unv,M,B
e66,Sr.Dev,7.3,41867,2.265471380121064,7,4504,Grad,Btech,17.0,cunv,M,B
e67,Sr.Dev,5.9,31810,3.908565775176764,8,5852,Grad,Btech,16.0,,M,B
e68,Sr.Dev,9.9,34462,2.910703587135242,11,4883,Grad,Btech,16.0,unv,M,B
e69,Sr.Dev,9.4,31052,4.5695746962217445,14,3691,Grad,Btech,16.0,cunv,M,B
e70,Sr.Dev,7.9,35175,2.2214221338328297,13,4047,Grad,Btech,16.0,,M,B
e71,Sr.Dev,9.2,87451,6.787188778712716,5,5538,Grad,Btech,15.0,unv,M,B
e72,Sr.Dev,7.6,78656,6.658441038277478,6,9732,PostGrad,Msc,18.0,cunv,M,B
e73,Sr.Dev,9.7,37229,3.192657711109819,12,7555,PostGrad,Btech,16.0,,M,B
e74,Sr.Dev,7.6,37648,3.15802503810175,16,3303,PostGrad,Mtech,18.0,unv,M,B
e75,Sr.Dev,7.1,63409,7.323907921005206,9,8518,Grad,Btech,16.0,cunv,M,B
e76,Sr.Dev,6.7,37248,2.458235605222465,11,3319,Grad,Btech,16.0,,M,B
e77,Sr.Dev,6.2,77123,4.648435459413731,13,5582,Grad,Btech,21.0,unv,M,B
e78,Sr.Dev,7.3,32974,3.270969982279926,9,2353,Grad,Btech,16.0,cunv,M,B
e79,Sr.Dev,8.1,36342,6.883114333836939,2,4724,Grad,Btech,16.0,,M,B
e80,Sr.Dev,5.4,45505,5.476779130832552,6,6918,Grad,Btech,16.0,unv,M,B
e81,Sr.Dev,6.3,34280,3.699199806194566,7,4179,Grad,Btech,16.0,cunv,F,B
e82,Sr.Dev,4.0,30869,3.826181818176703,10,4773,Grad,Btech,16.0,,F,B
e83,Sr.Dev,4.6,43350,3.7879617186924848,10,8533,PostGrad,Mtech,18.0,unv,F,B
e84,Sr.Dev,6.0,36017,4.351785635497337,1,1668,PostGrad,IntMsc,21.0,cunv,F,B
e1,Director,16.0,84124,0.4398776196484329,2,509,Grad,,15.0,clg,M,A
e2,Jr.Dev,2.0,27435,6.537712296640085,19,7127,Grad,Btech,16.0,clg,F,C
e3,Sr.Dev,9.0,33035,2.820912979054279,9,2885,PostGrad,Msc,17.0,unv,M,B
e4,Jr.Dev,3.0,18542,9.012399896870205,27,10538,,Mtech,18.0,,F,C
e5,Sr.Dev,7.0,35656,3.1123072075641574,12,4981,,Btech,16.0,,F,B
e6,Sr.Dev,8.5,34111,2.2253194714017988,10,2596,,,15.0,unv,M,B
e7,Sr.Dev,4.3,34048,3.4889562109622845,9,4457,PostGrad,IntMsc,,cunv,F,B
e8,Director,19.0,91393,0.2758641591608058,3,767,,,,,M,A
e9,Manager,9.0,64603,1.6901545710194448,6,2658,,,18.0,iit,F,B
e10,Sr.Analyst,8.5,50018,1.9855585964472258,5,1512,Grad,B.A,15.0,,M,A
e11,Sr.Analyst,12.5,54430,1.6419831421015405,5,2175,Phd,,22.0,,M,A
e12,Sr.Manager,11.0,75691,0.9376011238307631,3,2478,,Msc,27.0,iit,F,A
e13,Analyst,9.0,44941,2.470515496437827,7,1849,PostGrad,Mba,19.0,clg,M,C
e14,Analyst,10.3,43824,1.6176656988484006,6,2832,,,,,F,C
e15,Analyst,11.1,45338,1.6095862172139848,6,2754,Grad,Bsc,15.0,iit,F,C
e16,Manager,12.2,62184,1.7518198090261734,5,2262,Grad,Btech,16.0,clg,M,B
e17,Manager,9.8,68183,1.6574974603877655,5,2858,Grad,,,,M,B
e18,Sr.Manager,15.0,80523,1.4402379096803544,4,2053,,,15.0,,M,A
e19,Sr.Analyst,8.5,53578,2.1571748892524902,9,1947,,,16.0,,M,A
e20,Sr.Analyst,8.7,58586,2.1613430822112925,8,1663,,,,,F,A
e21,Sr.Analyst,7.1,57043,1.8876786030552095,4,2208,,,,,M,A
e22,Sr.Analyst,10.0,50050,1.819879191400923,5,2438,postdoc,,,,F,A
e23,Analyst,8.2,42740,2.0121820385768974,5,2820,,,15.0,,M,C
e24,Analyst,9.5,50432,2.4514235455814655,9,3032,,,15.0,,M,C
e25,Analyst,8.7,42940,1.9993296658656927,6,1782,,,15.0,,M,C
e26,Manager,11.0,65949,1.7637291595619042,4,2135,,,17.0,,M,B
e27,Manager,11.2,69209,1.2065912854806418,4,2221,,,17.0,,M,B
e28,Manager,13.5,70731,1.0860500211387103,6,1230,,,,,F,B
e29,Sr.Analyst,15.0,81950,1.406884391552063,6,1811,,,17.0,,F,A
e30,Sr.Manager,13.2,75400,1.1926008342817687,4,633,,,19.0,,F,A
e31,Sr.Analyst,12.2,49261,1.9021385434317732,4,2031,,,29.0,,M,A
e32,Sr.Analyst,11.9,54277,1.5089278529521795,7,1508,,,35.0,,F,A
e33,Director,13.0,100861,1.2095017064564213,5,5790,postdoc,,23.0,clg,M,A
e34,Sr.Analyst,9.0,52234,2.7179331765789168,5,-238,PostGrad,Mtech,18.0,,M,A
e35,Sr.Analyst,8.2,60108,2.425448959820595,6,708,PostGrad,Mtech,18.0,,M,A
e36,Sr.Analyst,13.0,68260,1.385218892955502,6,3792,PostGrad,Mtech,18.0,,M,A
e37,Sr.Analyst,13.0,67099,3.331485424712773,5,3239,PostGrad,Mtech,18.0,,F,A
e38,Director,20.0,93339,1.99027172508612,5,8532,PostGrad,Mtech,18.0,iit,F,A
e39,Jr.Dev,6.0,27842,5.333663855690294,9,3136,Grad,Btech,16.0,clg,M,C
e40,Jr.Dev,6.4,22875,9.912060130797926,13,4345,Grad,Btech,15.0,unv,M,C
e41,Jr.Dev,3.3,24779,3.617361004878658,19,5551,Grad,Btech,15.0,cunv,F,C
e42,Jr.Dev,6.7,31016,6.855772100122942,18,8778,PostGrad,Mtech,18.0,iit,F,C
e43,Jr.Dev,4.9,24640,8.485497494941155,18,5551,Grad,Btech,16.0,clg,F,C
e44,Jr.Dev,3.4,21854,3.401896526940691,25,1868,Grad,Btech,16.0,unv,F,C
e45,Jr.Dev,7.1,27736,6.778989905714399,6,-712,Grad,Btech,16.0,cunv,M,C
e46,Jr.Dev,5.0,32399,4.94149628270974,3,10236,PostGrad,Mtech,18.0,iit,M,C
e47,Jr.Dev,8.2,25544,4.463509233583269,18,3238,Grad,Btech,16.0,clg,F,C
e48,Jr.Dev,3.2,19313,9.442631796479947,19,599,Grad,Btech,16.0,unv,M,C
e49,Jr.Dev,6.6,22230,3.541326838904414,8,7188,Grad,Btech,16.0,cunv,F,C
e50,Jr.Dev,2.2,23297,6.668826103253397,21,1721,PostGrad,Mtech,18.0,iit,M,C
e51,Jr.Dev,5.3,23672,2.106252705408476,9,4182,Grad,Btech,16.0,clg,M,C
e52,Jr.Dev,3.7,24469,9.273246089994265,15,2681,Grad,Btech,16.0,unv,M,C
e53,Jr.Dev,6.2,24279,4.3498092315151915,22,2209,Grad,Btech,16.0,cunv,M,C
e54,Jr.Dev,4.5,27637,2.6798797190657715,15,5476,Grad,Btech,16.0,iit,M,C
e55,Sr.Dev,7.0,38131,6.303604230563248,16,12439,Grad,Btech,16.0,,F,B
e56,Sr.Dev,9.0,31522,3.992327184001474,2,3644,Grad,Btech,16.0,unv,F,B
e57,Sr.Dev,9.5,34882,1.8936782961512502,15,3502,Grad,Btech,16.0,cunv,F,B
e58,Sr.Dev,6.8,42720,7.001441471384527,3,10326,Grad,Btech,16.0,,F,B
e59,Sr.Dev,10.0,31542,2.550162184095777,6,8938,PostGrad,Mtech,21.0,unv,F,B
e60,Sr.Dev,7.7,35180,4.751652351124282,7,1896,PostGrad,Msc,17.0,cunv,F,B
e61,Sr.Dev,7.5,32746,7.28170999809966,9,4358,PostGrad,Msc,17.0,,F,B
e62,Sr.Dev,8.3,38706,3.1838012034969267,12,4054,PostGrad,Mtech,18.0,unv,F,B
e63,Sr.Dev,5.1,30415,3.617112226552395,13,7169,PostGrad,Msc,21.0,cunv,F,B
e64,Sr.Dev,8.0,45617,5.085395222571034,17,4438,Grad,Btech,16.0,,F,B
e65,Sr.Dev,7.0,50461,7.057409367829187,7,9618,Grad,Btech,16.0,unv,M,B
e66,Sr.Dev,10.3,42414,1.3371709450121236,7,4504,Grad,Btech,17.0,cunv,M,B
e67,Sr.Dev,6.9,34013,4.243394159859778,11,6548,Grad,Btech,16.0,,M,B
e68,Sr.Dev,6.9,33816,2.6814093117547655,11,4594,Grad,Btech,16.0,unv,M,B
e69,Sr.Dev,9.4,31699,4.367711707521471,14,3319,Grad,Btech,16.0,cunv,M,B
e70,Sr.Dev,7.9,36160,3.0528306736665165,9,3869,Grad,Btech,16.0,,M,B
e71,Sr.Dev,9.2,91190,6.566035163177878,5,3749,Grad,Btech,15.0,unv,M,B
e72,Sr.Dev,7.6,76616,6.943978026952598,10,9650,PostGrad,Msc,18.0,cunv,M,B
e73,Sr.Dev,6.7,37003,3.7035143241885855,15,7296,PostGrad,Btech,16.0,,M,B
e74,Sr.Dev,5.6,37762,2.823974984436235,16,2971,PostGrad,Mtech,18.0,unv,M,B
e75,Sr.Dev,5.1,58777,6.554725329822167,9,8766,Grad,Btech,16.0,cunv,M,B
e76,Sr.Dev,7.7,35644,2.4548513659982922,11,3188,Grad,Btech,16.0,,M,B
e77,Sr.Dev,9.2,75470,4.687362966607572,10,5841,Grad,Btech,21.0,unv,M,B
e78,Sr.Dev,8.3,31064,3.6257480972342844,12,1231,Grad,Btech,16.0,cunv,M,B
e79,Sr.Dev,6.1,39209,6.4511308980676105,1,3452,Grad,Btech,16.0,,M,B
e80,Sr.Dev,8.4,42606,5.416365141838687,4,6317,Grad,Btech,16.0,unv,M,B
e81,Sr.Dev,4.3,33536,3.47797985568146,6,3185,Grad,Btech,16.0,cunv,F,B
e82,Sr.Dev,4.0,32606,3.85143189090184,9,4482,Grad,Btech,16.0,,F,B
e83,Sr.Dev,5.6,42369,3.855383566836716,11,7141,PostGrad,Mtech,18.0,unv,F,B
e84,Sr.Dev,8.0,34848,4.11045260442245,2,2578,PostGrad,IntMsc,21.0,cunv,F,B
e1,Director,15.0,86940,0.6913663485609651,5,972,Grad,,15.0,clg,M,A
e2,Jr.Dev,3.0,22885,6.303166261962785,19,6586,Grad,Btech,16.0,clg,F,C
e3,Sr.Dev,5.0,38091,3.102550289287118,9,3908,PostGrad,Msc,17.0,unv,M,B
e4,Jr.Dev,1.0,21304,9.762370402008024,27,10067,,Mtech,18.0,,F,C
e5,Sr.Dev,7.0,39791,3.758079403028539,10,3473,,Btech,16.0,,F,B
e6,Sr.Dev,5.5,34803,2.107381801005924,7,3958,,,15.0,unv,M,B
e7,Sr.Dev,7.3,30744,3.762746089213169,10,3416,PostGrad,IntMsc,,cunv,F,B
e8,Director,18.0,89909,0.6544851538004512,3,918,,,,,M,A
e9,Manager,10.0,61180,1.6274708897707697,6,1941,,,18.0,iit,F,B
e10,Sr.Analyst,11.5,47878,1.6344217862840495,3,2055,Grad,B.A,15.0,,M,A
e11,Sr.Analyst,9.5,51171,1.6906169906074475,3,2596,Phd,,22.0,,M,A
e12,Sr.Manager,11.0,72491,1.0170712380287623,2,1296,,Msc,27.0,iit,F,A
e13,Analyst,10.0,42374,2.1717856981765467,4,2203,PostGrad,Mba,19.0,clg,M,C
e14,Analyst,9.3,40171,1.5544731427340122,5,2683,,,,,F,C
e15,Analyst,7.1,46618,2.421727881659634,7,2131,Grad,Bsc,15.0,iit,F,C
e16,Manager,13.2,62397,1.297621866310215,4,1024,Grad,Btech,16.0,clg,M,B
